% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=264413, Sat Nov  9 14:04:19 2024, <python>{}</python>
1 6 0.16455044691624682 1.0000250003125026 0.4508516244752828 4.5085162447528282e-01 0.9573291813097246 2.148117479995024 1.5259281025267923   
2 12 0.12852120468870135 1.0267669315304082 0.4508516244752828 7.5004326613490913e-01 0.8143447727413654 1.6687144792951527 0.27242254543547106   
3 18 0.13645700666966684 1.2241912864015227 0.4508516244752828 4.7800169164073997e-01 0.8325275380280772 1.787010413319144 0.20119576395714   
4 24 0.13030049066852326 1.2152658861493038 0.40061894905257867 4.0061894905257867e-01 0.5211218844057162 0.6864813561251795 0.1333856607602275   
5 30 0.12142326341629783 1.118331112542246 0.40061894905257867 4.0070121504885203e-01 0.4973672027445636 1.4954949421217811 0.14554110138717852   
6 36 0.10370696006576358 1.1049954753957676 0.40061894905257867 4.0178743704085729e-01 0.4465412886983702 0.781425079088291 0.3205713943726975   
7 42 0.10380410995772228 1.3116185922341153 0.39990107008206777 3.9990107008206777e-01 0.42882917160562073 0.8568764276735745 0.05556787197161894   
8 48 0.07375825946342554 1.7020171852613588 0.39990107008206777 4.0063757491076013e-01 0.45406840142702437 0.5383022169709379 0.061963180180617805   
9 54 0.05330726980165558 1.8045176882837926 0.39990107008206777 4.0006344623835743e-01 0.4084054393897373 0.4390390627630029 0.015401175159127367   
10 60 0.058753771733923287 1.9877194237850957 0.39987412780928056 3.9987412780928056e-01 0.4019753112036957 0.40370913203747427 0.002109090147585313   
11 66 0.05595627979788558 2.5593889478583765 0.39987412780928056 4.0000144495747980e-01 0.4055655721448257 0.4111819969183994 0.01048447920464779   
12 72 0.05516183947320235 3.3734475406887614 0.39987412780928056 3.9989116168338623e-01 0.4016614879300698 0.4023136438576421 0.0008740780009024451   
13 78 0.039688360706130306 4.568941240934377 0.3998733884610339 3.9987338846103387e-01 0.4007006476084748 0.40591161972737944 0.0022277310934161187   
14 84 0.027847171886537982 4.942031490570851 0.3998733884610339 3.9987374570087847e-01 0.3999764973504641 0.40149552729934757 0.00011913762289816887   
15 90 0.04083635830939478 5.059672741466608 0.3998733463533457 3.9987334635334570e-01 0.40006810115562835 0.40025942221759614 0.00021315456973619584   
16 96 0.03915200105737263 9.49740672305428 0.3998733463533457 3.9989851665687337e-01 0.40026302252173007 0.4006297922112642 0.0005120393516389043   
17 102 0.030026287076684713 11.103583556543654 0.3998733463533457 3.9990576311409531e-01 0.4001345814952995 0.40076188613571695 0.0004116530201508928   
18 108 0.030076041835245794 12.129856632086897 0.3998733463533457 3.9987347029832138e-01 0.40019132927249185 0.40076718632796504 0.00045261345998359737   
19 114 0.025866670686127552 14.184346582053518 0.3998733463533457 3.9987383944571786e-01 0.3998960559131902 0.4000991953321148 0.000159482171383174   
20 120 0.022984116062778618 15.549559831050795 0.3998733463533457 3.9987339181592907e-01 0.3999041710669608 0.3999105034905047 3.0383587942994783e-05   
21 126 0.020176637738795983 17.211135994103078 0.3998733463533457 3.9987337051751171e-01 0.3998768212396538 0.39991236343314795 7.873520206647111e-06   
22 132 0.020423301154947615 16.610978425412167 0.3998733463533457 3.9987348967220054e-01 0.3998827974250416 0.39991786659560535 1.1011003303806888e-05   
23 138 0.01617515586135402 22.05940216644883 0.3998733463533457 3.9987369188468963e-01 0.39988107023780034 0.3998905136451165 2.4621992070761323e-06   
24 144 0.017556465705169066 24.525056845769686 0.3998733463533457 3.9987398483834491e-01 0.3998825792495201 0.3998882941604352 1.2165223551463544e-05   
