% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=334842, Sun Nov 10 09:38:28 2024, <python>{}</python>
1 9 0.5737762672446328 0 0 0.5464469394654567 0.5766165118211474 0.5593667340719959 0.6129738291258741 0.576697337354745 0.586703181943143
2 18 0.6683732945130109 0 0 0.63549493991944 0.6280160170621901 0.6667614033916981 0.7178411462684384 0.6243786166236516 0.7313011489212724
3 27 0.8177784525528451 0 0 0.7721422797209159 0.7664892122607765 0.8142017914103419 0.8888434861712982 0.7650938512347565 0.8842499185926617
4 36 0.9874785932832029 0 0 0.9841522599475916 0.8879144651638877 1.039218733027576 1.0571662907404085 0.8780679820621168 1.0781731798455385
5 45 1.0662220987489108 0 0 1.0684581596607703 0.9141787499466104 1.149883983725831 1.1429078298696116 0.9320052798306022 1.0918388955818468
6 54 1.3602729833262477 0 0 1.3571573868293345 1.0947565261134438 1.5134817007415962 1.4378913595893894 1.2529626131192346 1.4130841711403228
7 63 1.48898545700987 0 0 1.5357528444852615 1.1636111254730332 1.5642265094705887 1.5256738225148705 1.3723163614426515 1.5527544070426347
8 72 1.8389151781941537 0 0 1.8880646015591354 1.3697380044378404 2.0394344532794575 1.9315379778472437 1.6013154429279528 2.0110948583238937
9 81 2.0342416896252664 0 0 2.0661994491121156 1.4126966046263618 2.231706063596472 2.111762545622067 1.7421661330343912 2.2391285942061767
10 90 1.9165911753098948 0 0 1.861573713612811 1.2831372280197375 1.9998054399441123 2.007603397766137 1.6244661514094945 2.043422021203793
11 99 2.159475344953179 0 0 2.0782528109971388 1.4242266578663263 2.3331170727108836 2.2763625285230007 2.0547930381572654 2.018901233753965
12 108 2.5899775565895378 0 0 2.4425886826852254 1.689471961987934 3.1334803736716026 2.7248159326537076 2.5555234393211084 2.3430137322433287
13 117 2.6671983121969096 0 0 2.488805232150181 1.6679255735787346 3.19456390314353 2.7680221204030824 2.5417412397928625 2.3738809642157306
14 126 2.523137731110862 0 0 2.301804058597577 1.5977840830527201 2.863453676929916 2.5186161812866854 2.418185264662464 2.1811996243975122
15 135 2.6834068484303017 0 0 2.3156430398937418 1.7309039346031305 2.928264716843453 2.638766552696451 2.6828809299965783 2.3825333344464603
16 144 2.7833926396196262 0 0 2.392833031916913 1.7843495117141377 3.089406528179861 2.6404407753349686 2.7198165227003557 2.4919884296661667
17 153 3.022694960855979 0 0 2.5925966529234263 2.0322867409531895 3.2503943042520835 2.744873601789933 3.069033553355692 2.7534966759710557
18 162 3.64291208091291 0 0 2.96434048467943 2.4150971002514594 4.184812653465165 3.590230163498507 4.055707873686187 3.5489339135097886
19 171 4.440721228994639 0 0 3.4043178051541325 2.97005857077746 5.199802129018207 4.524308992479054 5.143910732341365 4.333072407749413
20 180 4.627721024368916 0 0 3.5525123381844153 3.3082330177302675 5.2549275030733344 4.512819126777221 5.403597336544534 4.529198535886474
21 189 4.536058987316173 0 0 3.480306037562486 3.29564303211661 5.088489501039845 4.396079967348623 5.226793190332105 4.437107417202877
22 198 3.997006313575037 0 0 3.102227164461082 2.845488914011456 4.145905944066399 3.7715827067709005 4.463287748940759 3.892352101956769
23 207 3.3637744637262204 0 0 2.540149676440709 2.27567773791017 3.3665274511892793 3.054489668039646 3.504482624003986 3.04807433159984
24 216 3.459252594173009 0 0 2.4196305256527566 2.49128328428871 3.500898552678903 3.1898055328644785 3.5145424059978096 3.0709623445511482
25 225 3.148076208581378 0 0 2.2321061299322196 2.1960255284391312 3.0615873676294107 2.7627244643734405 3.199574651021277 2.652684357488995
26 234 3.090434413061994 0 0 2.047617819997255 2.156045689680697 2.9442942972687183 3.056201560288053 3.2604996925506273 2.4880247731788487
27 243 3.566969493291409 0 0 2.3836254349657806 2.431232671107274 3.243637127258068 3.4003451793534554 4.276204789580124 2.8691880591675805
28 252 3.2190822546636464 0 0 2.1093163986685233 2.1256606784534333 2.885649326801095 3.006330722220567 3.811253916481207 2.390420397942083
29 261 3.775777255949803 0 0 2.714518147998185 2.505918800164788 3.632098670639008 3.498084697961387 4.338730955303523 2.7732333390663353
30 270 3.941759206176951 0 0 2.876212992269729 2.6171061621727945 3.7415482652471024 3.6416439816103607 4.322931053622408 2.824874993857137
